,d_name,did,d_code,relation,e_name,eid,e_code
696,大肠梗阻,493,281254000,has symptom_main,腹胀,1028,60728008
697,大肠梗阻,493,281254000,has symptom_main,呕吐,1608,422400008
698,大肠梗阻,493,281254000,has symptom_main,停止排气,1045,249504006|422117008
699,大肠梗阻,493,281254000,has symptom,恶心,1369,422587007
700,大肠梗阻,493,281254000,has symptom,腹肌紧张,1155,249544004
701,大肠梗阻,493,281254000,has symptom,气过水声,1611,24436009
707,大肠息肉,27,399505005,has symptom_main,便血,870,405729008
708,大肠息肉,27,399505005,has symptom,便秘,1733,14760008
709,大肠息肉,27,399505005,has symptom,大便习惯改变,1079,88111009
710,大肠息肉,27,399505005,has symptom,腹痛,1288,21522001
711,大肠息肉,27,399505005,has symptom,腹泻,992,62315008
712,大肠息肉,27,399505005,has symptom,排便频率异常,1612,425064003
715,大泡性角膜病变,636,57207003,has symptom_main,畏光,2170,409668002
716,大泡性角膜病变,636,57207003,has symptom_main,眼痛,913,41652007
717,大泡性角膜病变,636,57207003,has symptom_main,流泪,810,193982009
721,大叶性肺炎,372,278516003,has symptom_main,高热,1421,409702008
722,大叶性肺炎,372,278516003,has symptom_main,寒战,1281,43724002
723,大叶性肺炎,372,278516003,has symptom_main,咳嗽,1406,49727002
724,大叶性肺炎,372,278516003,has symptom_main,铁锈色痰,879,24816000
725,大叶性肺炎,372,278516003,has symptom_main,胸痛,2062,29857009
726,大叶性肺炎,372,278516003,has symptom,恶心,1369,422587007
727,大叶性肺炎,372,278516003,has symptom,呼吸急促,1401,271823003
728,大叶性肺炎,372,278516003,has symptom,呕吐,1608,422400008
729,大叶性肺炎,372,278516003,has symptom,呼吸音减弱,781,58840004
730,大叶性肺炎,372,278516003,has symptom,湿啰音,1582,248618001
739,丹毒,50,44653001,has symptom_main,发热,755,386661006
740,丹毒,50,44653001,has symptom_main,皮肤红肿,1092,300886007
741,丹毒,50,44653001,has symptom_main,疼痛,1117,22253000
742,丹毒,50,44653001,has symptom,呕吐,1608,422400008
743,丹毒,50,44653001,has symptom,头痛,1650,25064002
744,丹毒,50,44653001,has symptom,丹毒样外观,1003,44653001|703248002
745,丹毒,50,44653001,has symptom,寒战,1281,43724002
746,丹毒,50,44653001,has symptom,恶心,1369,422587007
747,丹毒,50,44653001,has symptom,腹膜炎,2058,48661000
748,丹毒,50,44653001,has symptom,坏死性筋膜炎,1512,52486002
756,单纯糠疹,332,200767005,has symptom_main,风团,2001,247472004
757,单纯糠疹,332,200767005,has symptom_main,淡红色丘疹,1150,445328000|371240000
758,单纯糠疹,332,200767005,has symptom_main,顶端有小疱的丘疹,2127,
759,单纯糠疹,332,200767005,has symptom_main,丘疹周围有纺锤形红晕,1962,
760,单纯糠疹,332,200767005,has symptom,鳞屑,1993,271761007
769,单纯疱疹病毒性角膜炎,59,9389005,has symptom_main,结膜充血,980,193894004
770,单纯疱疹病毒性角膜炎,59,9389005,has symptom_main,流泪,810,193982009
771,单纯疱疹病毒性角膜炎,59,9389005,has symptom_main,视力障碍,1300,95677002
772,单纯疱疹病毒性角膜炎,59,9389005,has symptom_main,畏光,2170,409668002
773,单纯疱疹病毒性角膜炎,59,9389005,has symptom_main,眼内有异物感,804,81745001|247342009
774,单纯疱疹病毒性角膜炎,59,9389005,has symptom_main,眼痛,913,41652007
775,单纯疱疹病毒性角膜炎,59,9389005,has symptom,流泪,810,193982009
784,单纯性甲状腺肿,140,267369002,has symptom_main,甲状腺肿大,224,3716002
785,单纯性甲状腺肿,140,267369002,has symptom,恶心,1369,422587007
786,单纯性甲状腺肿,140,267369002,has symptom,声音嘶哑,775,50219008
787,单纯性甲状腺肿,140,267369002,has symptom,吞咽困难,1265,40739000
797,单纯性外阴炎,219,63144007|248152002,has symptom_main,外阴溃疡,2158,68640004
798,单纯性外阴炎,219,63144007|248152002,has symptom_main,外阴瘙痒,864,67882000
799,单纯性外阴炎,219,63144007|248152002,has symptom_main,外阴痛,1597,162145001
800,单纯性外阴炎,219,63144007|248152002,has symptom_main,外阴肿胀,1774,289475007
801,单纯性外阴炎,219,63144007|248152002,has symptom,发热伴寒战,1613,274640006
802,单纯性外阴炎,219,63144007|248152002,has symptom,腹股沟淋巴结肿大,855,127199000
803,单纯性外阴炎,219,63144007|248152002,has symptom,外阴起疙瘩,1702,
804,单纯性外阴炎,219,63144007|248152002,has symptom,性交疼痛,929,71315007
805,单纯性外阴炎,219,63144007|248152002,has symptom,阴道分泌物增多,1267,289560001
817,胆道出血,514,721720000,has symptom_main,黑便,768,267055007
818,胆道出血,514,721720000,has symptom_main,黄疸,829,18165001
819,胆道出血,514,721720000,has symptom_main,呕血,1502,8765009
820,胆道出血,514,721720000,has symptom_main,便血,870,405729008
821,胆道出血,514,721720000,has symptom_main,右上腹痛,1874,301717006
822,胆道出血,514,721720000,has symptom,胆绞痛,773,37389005
823,胆道出血,514,721720000,has symptom,休克,1868,27942005
828,胆道蛔虫症,279,240864009,has symptom_main,呕吐,1608,422400008
829,胆道蛔虫症,279,240864009,has symptom_main,恶心,1369,422587007
830,胆道蛔虫症,279,240864009,has symptom_main,上腹部疼痛,1375,83132003
831,胆道蛔虫症,279,240864009,has symptom,发热,755,386661006
832,胆道蛔虫症,279,240864009,has symptom,腹膜炎,2058,48661000
833,胆道蛔虫症,279,240864009,has symptom,呻吟,2139,
840,胆管结石,481,30093007,has symptom_main,发热,755,386661006
841,胆管结石,481,30093007,has symptom_main,腹痛,1288,21522001
842,胆管结石,481,30093007,has symptom_main,黄疸,829,18165001
843,胆管结石,481,30093007,has symptom,胆管梗阻,1690,30144000
844,胆管结石,481,30093007,has symptom,腹痛,1288,21522001
845,胆管结石,481,30093007,has symptom,急性腹痛,1215,116290004
847,胆管扩张症,13,123608004,has symptom_main,黄疸,829,18165001
848,胆管扩张症,13,123608004,has symptom_main,腹部肿块,949,271860004
849,胆管扩张症,13,123608004,has symptom_main,腹痛,1288,21522001
850,胆管扩张症,13,123608004,has symptom,胆道梗阻,1087,235918000
851,胆管扩张症,13,123608004,has symptom,胆管断裂,1287,56512009
852,胆管扩张症,13,123608004,has symptom,胆囊收缩功能不良,1156,482008|1250004
853,胆管扩张症,13,123608004,has symptom,肝纤维化,1032,62484002
854,胆管扩张症,13,123608004,has symptom,拒食,1620,105481005
855,胆管扩张症,13,123608004,has symptom,右上腹痛,1874,301717006
860,胆管良性狭窄,652,235921003,has symptom_main,黄疸,829,18165001
861,胆管良性狭窄,652,235921003,has symptom_main,发热,755,386661006
862,胆管良性狭窄,652,235921003,has symptom_main,灰白大便,2052,70396004
863,胆管良性狭窄,652,235921003,has symptom_main,上腹部疼痛,1375,83132003
864,胆管良性狭窄,652,235921003,has symptom,不规则热,1041,271753002
865,胆管良性狭窄,652,235921003,has symptom,胆管断裂,1287,56512009
866,胆管良性狭窄,652,235921003,has symptom,胆囊积水,2038,47312008
867,胆管良性狭窄,652,235921003,has symptom,门脉高压,1516,34742003
871,胆管炎,210,82403002,has symptom_main,上腹不适,1849,119416008
872,胆管炎,210,82403002,has symptom_main,中上腹痛,914,79922009
873,胆管炎,210,82403002,has symptom_main,腹痛,1288,21522001
874,胆管炎,210,82403002,has symptom_main,急性腹痛,1215,116290004
875,胆管炎,210,82403002,has symptom_main,上腹胀痛,1127,80581009|45979003
876,胆管炎,210,82403002,has symptom,黄疸,829,18165001
877,胆管炎,210,82403002,has symptom,胆管梗阻,1690,30144000
878,胆管炎,210,82403002,has symptom,恶心与呕吐,1510,16932000
879,胆管炎,210,82403002,has symptom,右上腹痛,1874,301717006
892,胆结石,708,256896000,has symptom_main,腹部压痛,1070,43478001
893,胆结石,708,256896000,has symptom_main,右上腹痛,1874,301717006
894,胆结石,708,256896000,has symptom,胆囊触痛征,860,300348008
895,胆结石,708,256896000,has symptom,发热,755,386661006
896,胆结石,708,256896000,has symptom,嗳气,1140,271834000
897,胆结石,708,256896000,has symptom,胆道梗阻,1087,235918000
898,胆结石,708,256896000,has symptom,胆绞痛,773,37389005
899,胆结石,708,256896000,has symptom,胆囊积水,2038,47312008
900,胆结石,708,256896000,has symptom,恶心与呕吐,1510,16932000
901,胆结石,708,256896000,has symptom,寒战,1281,43724002
902,胆结石,708,256896000,has symptom,厌食,827,79890006
903,胆结石,708,256896000,has symptom,畏寒,1175,80585000
904,胆结石,708,256896000,has symptom,消化不良,630,162031009
906,胆囊囊肿,246,19286001,has symptom_main,发热,755,386661006
907,胆囊囊肿,246,19286001,has symptom_main,黄疸,829,18165001
908,胆囊囊肿,246,19286001,has symptom_main,呕吐,1608,422400008
909,胆囊囊肿,246,19286001,has symptom_main,放射性疼痛,1345,9972008
911,胆囊息肉,574,197433003,has symptom_main,恶心,1369,422587007
912,胆囊息肉,574,197433003,has symptom_main,呕吐,1608,422400008
913,胆囊息肉,574,197433003,has symptom_main,胆绞痛,773,37389005
914,胆囊息肉,574,197433003,has symptom_main,恶心与呕吐,1510,16932000
915,胆囊息肉,574,197433003,has symptom_main,上腹不适,1849,119416008
916,胆囊息肉,574,197433003,has symptom_main,右上腹不适,1524,50519007|247347003
917,胆囊息肉,574,197433003,has symptom_main,右上腹痛,1874,301717006
918,胆囊息肉,574,197433003,has symptom,胆囊触痛征,860,300348008
920,胆囊炎,653,76581006,has symptom_main,发热,755,386661006
921,胆囊炎,653,76581006,has symptom_main,反酸,1302,698065002
922,胆囊炎,653,76581006,has symptom_main,腹胀,1028,60728008
923,胆囊炎,653,76581006,has symptom_main,乏力,1405,13791008
924,胆囊炎,653,76581006,has symptom_main,腹痛,1288,21522001
925,胆囊炎,653,76581006,has symptom,黄疸,829,18165001
926,胆囊炎,653,76581006,has symptom,畏寒,1175,80585000
927,胆囊炎,653,76581006,has symptom,嗳气,1140,271834000
928,胆囊炎,653,76581006,has symptom,恶心,1369,422587007
946,胆总管结石,601,307132003,has symptom_main,背痛,783,161891005
947,胆总管结石,601,307132003,has symptom_main,高热,1421,409702008
948,胆总管结石,601,307132003,has symptom_main,寒战,1281,43724002
949,胆总管结石,601,307132003,has symptom_main,黄疸,829,18165001
950,胆总管结石,601,307132003,has symptom_main,腹痛,1288,21522001
951,胆总管结石,601,307132003,has symptom,腹肌强直,1240,113345001|3434004
957,弹响肩胛,513,202337006,has symptom_main,肩胛放射性疼痛,2021,
958,低钙血症,699,5291005,has symptom_main,四肢抽搐,1514,66019005|386783003
959,低钙血症,699,5291005,has symptom,癫痫发作,1061,91175000
960,低钙血症,699,5291005,has symptom,喉部痉挛,1509,406444002
961,低钙血症,699,5291005,has symptom,幻觉,2009,7011001
962,低钙血症,699,5291005,has symptom,小支气管痉挛,1624,68917000|45352006
963,低钙血症,699,5291005,has symptom,心律失常,2094,698247007
964,低钙血症,699,5291005,has symptom,骨骼畸形,935,271084006
965,低钙血症,699,5291005,has symptom,骨痛,2002,12584003
966,低钙血症,699,5291005,has symptom,睡觉时小腿抽筋,1149,102549009
967,低钙血症,699,5291005,has symptom,谵妄,1764,2776000
972,低钾血症,38,43339004,has symptom_main,肢体麻木,1227,310501001
973,低钾血症,38,43339004,has symptom_main,乏力,1405,13791008
974,低钾血症,38,43339004,has symptom_main,周身软瘫,1402,39157001
975,低钾血症,38,43339004,has symptom,便秘,1733,14760008
976,低钾血症,38,43339004,has symptom,表情淡漠,1466,248149005
977,低钾血症,38,43339004,has symptom,抽搐,1273,386783003
978,低钾血症,38,43339004,has symptom,恶心,1369,422587007
982,低镁血症,550,190855004,has symptom_main,癫痫样发作,1941,313307000
983,低镁血症,550,190855004,has symptom_main,恶心,1369,422587007
984,低镁血症,550,190855004,has symptom_main,呕吐,1608,422400008
985,低镁血症,550,190855004,has symptom_main,情感淡漠,1210,20602000
986,低镁血症,550,190855004,has symptom_main,厌食,827,79890006
987,低镁血症,550,190855004,has symptom_main,昏迷,1953,371632003
988,低镁血症,550,190855004,has symptom,记忆力减退,1929,48167000
989,低镁血症,550,190855004,has symptom,紧张,2193,53489000
993,低钠血症,709,89627008,has symptom_main,肌肉痉挛性疼痛,2020,68962001|263875003
994,低钠血症,709,89627008,has symptom_main,头痛,1650,25064002
995,低钠血症,709,89627008,has symptom_main,抽搐,1273,386783003
996,低钠血症,709,89627008,has symptom_main,恶心,1369,422587007
997,低钠血症,709,89627008,has symptom_main,乏力,1405,13791008
998,低钠血症,709,89627008,has symptom,呕吐,1608,422400008
999,低钠血症,709,89627008,has symptom,嗜睡,1691,271782001
1000,低钠血症,709,89627008,has symptom,双手活动软弱无力,1639,15639681000119104
1005,低血糖症,590,302866003,has symptom,冷汗,1629,83547004
1006,低血糖症,590,302866003,has symptom,低血糖惊厥,1332,308680003
1007,低血糖症,590,302866003,has symptom,低血糖性昏迷,2150,267384006
1008,低血糖症,590,302866003,has symptom,昏迷,1953,371632003
1009,低血糖症,590,302866003,has symptom,木僵,1428,89458003
1010,低血糖症,590,302866003,has symptom,视力障碍,1300,95677002
1011,低血糖症,590,302866003,has symptom,头晕,969,404640003
1012,低血糖症,590,302866003,has symptom,心悸,1961,80313002
1013,低血糖症,590,302866003,has symptom,眩晕,2007,399153001
1014,低血糖症,590,302866003,has symptom,震颤,756,26079004
1027,低血压症,324,45007003,has symptom_main,冷汗,1629,83547004
1028,低血压症,324,45007003,has symptom_main,少尿,2110,83128009
1029,低血压症,324,45007003,has symptom_main,四肢无力,867,713514005
1030,低血压症,324,45007003,has symptom_main,休克,1868,27942005
1031,低血压症,324,45007003,has symptom_main,乏力,1405,13791008
1032,低血压症,324,45007003,has symptom_main,气短,2124,248581005
1033,低血压症,324,45007003,has symptom_main,头晕,969,404640003
1034,低血压症,324,45007003,has symptom_main,心悸,1961,80313002
1035,低血压症,324,45007003,has symptom,直立性低血压晕厥,2153,432524006
1037,低眼压性青光眼,231,50485007,has symptom_main,视力障碍,1300,95677002
1038,低眼压性青光眼,231,50485007,has symptom_main,眼痛,913,41652007
1039,低眼压性青光眼,231,50485007,has symptom_main,眼胀,1692,45177002
1040,低眼压性青光眼,231,50485007,has symptom,虹膜节段性萎缩,1029,95709007|413996005
1041,低眼压性青光眼,231,50485007,has symptom,绿色弱,761,77479002
1042,低眼压性青光眼,231,50485007,has symptom,疲劳,901,84229001
1043,低眼压性青光眼,231,50485007,has symptom,视野缺损,1129,12184005
1044,低眼压性青光眼,231,50485007,has symptom,眼底改变,1861,65784005|52988006
1045,低眼压性青光眼,231,50485007,has symptom,眼干,1205,162290004
1046,低眼压性青光眼,231,50485007,has symptom,眼胀,1692,45177002
1047,低眼压性青光眼,231,50485007,has symptom,眼睛易疲劳,958,55758001
1048,低眼压性青光眼,231,50485007,has symptom,眼压突然迅速升高,1850,112222000|367327000
1049,低眼压性青光眼,231,50485007,has symptom,迎风流泪,1442,193982009|90569008
1056,滴虫性尿道炎,150,30116001,has symptom_main,外阴瘙痒,864,67882000
1057,滴虫性尿道炎,150,30116001,has symptom_main,阴道分泌物增多,1267,289560001
1058,滴虫性尿道炎,150,30116001,has symptom_main,阴道脓性分泌物,2032,289550005
1059,滴虫性尿道炎,150,30116001,has symptom_main,阴囊瘙痒,1470,65645005
1060,滴虫性尿道炎,150,30116001,has symptom_main,黄绿色白带,1488,
1061,滴虫性尿道炎,150,30116001,has symptom_main,尿道分泌物,1776,9957009
1062,滴虫性尿道炎,150,30116001,has symptom,尿急,1829,75088002
1063,滴虫性尿道炎,150,30116001,has symptom,尿频,892,162116003
1064,滴虫性尿道炎,150,30116001,has symptom,尿痛,2157,49650001
1065,滴虫性尿道炎,150,30116001,has symptom,阴茎瘙痒,1284,69069001
1074,滴虫性外阴炎,30,237104007,has symptom_main,性交疼痛,929,71315007
1075,滴虫性外阴炎,30,237104007,has symptom_main,阴道分泌物增多,1267,289560001
1076,滴虫性外阴炎,30,237104007,has symptom_main,阴道脓性分泌物,2032,289550005
1077,滴虫性外阴炎,30,237104007,has symptom_main,外阴瘙痒,864,67882000
1078,滴虫性外阴炎,30,237104007,has symptom,外阴烧灼刺激感,2019,289496000
1079,滴虫性外阴炎,30,237104007,has symptom,尿频,892,162116003
1080,滴虫性外阴炎,30,237104007,has symptom,尿痛,2157,49650001
1085,滴虫性阴道炎,144,276877003,has symptom_main,外阴瘙痒,864,67882000
1086,滴虫性阴道炎,144,276877003,has symptom_main,阴道分泌物增多,1267,289560001
1087,滴虫性阴道炎,144,276877003,has symptom,尿频,892,162116003
